Duns,BusinessName,DbaName,City,State,Phone,CompanyEmail,WebSite,LastVerified,ExpirationDate,Address,County,Zip,ZipSuffix,BusinessType,YearEstablished,CageCode,PurchaseCard,SDVOSB,WOSB,MOSB,Sb8A,HubZone,Employees,VeteranEmployees,OperatingLocations,AnnualRevenue,LargestContract,BondingLevel,Aggregate,FaxNumber,Naics,Fsc,Psc,GeographicalServiceArea,CommercialContracts,DodContracts,FSS,LastModified,MentorProtege,JointVenture
079265867,"PYN Services, LLC",,Topeka,KS,7859693363,t5458@yahoo.com,,10/20/2014 12:00:00 AM,10/20/2016 12:00:00 AM,1611 SW 37th Street,Shawnee,66611,,Limited Liability Company (LLC),2013.0,72L32,No,Yes,Yes,Yes,No,No,1.0,1.0,3.0,,,,,,"561320, 561720, 561990",,,"GA, KS, NC",No,No,No,9/20/2016 3:20:41 PM,No,No
136254450,PYP ENTERPRISES LLC,,SEATTLE,WA,2069491289,info@pypeonline.com,www.pypeonline.com,4/15/2015 2:57:02 PM,4/15/2017 2:57:01 PM,"9101 CYRUS AVE NW<br>341 S. MARINE CORP DRIVE, TAMUNING, GUAM",King,98117,2644,Limited Liability Company (LLC),2007.0,4QXT5,No,Yes,No,Yes,No,Yes,2.0,,3.0,350000.0,250000.0,0.0,450000.0,2062999173,"236220, 237110, 237990, 238120, 238990, 424720, 425120, 541519, 541611, 541618, 541690, 561210, 561320, 561330, 561612, 561720, 611420, 611519, 611699","1240, 6650, 6685, 9150",,"AK, CA, FM, MD, WA",Yes,No,No,6/30/2016 7:22:10 PM,No,No
855039710,PYP Enterprises LLC,PYPE LLC Guam,Tamuning,GU,2069491289,info@pypeonline.com,www.pypeonline.com,6/15/2015 12:00:00 AM,6/15/2017 12:00:00 AM,"R.K. Business Plaza, Suite 202<br>341 S. Marine Corps Drive",Guam,96913,,Limited Liability Company (LLC),2007.0,5QTB9,No,Yes,No,Yes,No,Yes,3.0,,2.0,817094.0,236259.0,0.0,609642.0,2062999173,"236220, 424690, 425120, 561612, 561720, 611519",,,"GU, WA",Yes,No,No,6/30/2016 7:18:45 PM,No,No
943443937,Pyramid Books,,Boynton Beach,FL,5617314422,pyramidbks@yahoo.com,pyramidbooks.com,2/26/2016 12:00:00 AM,2/26/2018 12:00:00 AM,544 Gateway Blvd,Palm Beach,33435,1743,Sole Proprietorship,1993.0,50HE0,Yes,No,No,No,No,No,4.0,,1.0,,,,,5617310202,"423450, 424920, 451212, 453220, 512120",,,XX,No,No,No,2/26/2016 3:05:14 PM,No,No
025236948,"Pyramid Foods, LLC",,Shawnee,KS,9139121004,info@pyramidfoods.co,www.pyramidfoods.co,5/27/2016 12:00:00 AM,5/27/2018 12:00:00 AM,10716 W. 52nd Circle,Johnson,66203,,Limited Liability Company (LLC),2016.0,,No,No,No,Yes,No,No,1.0,,1.0,,,,,9132730215,"311421, 311942, 311999, 424490, 722310, 722320",8970,,"KS, MO",No,No,No,8/1/2016 9:58:18 AM,No,No
134343990,"Pyramid Quality Solutions & Innovations, Inc.",PQSI,Madison Heights,MI,2485771356,info@pqsiinc.com,www.pqsiinc.com,9/23/2015 12:00:00 AM,9/23/2017 12:00:00 AM,30680 Montpelier<br>Suite 350,Oakland,48071,1800,Sub Chapter S Corporation (Inc. or Ltd.),2002.0,3XKJ9,No,Yes,No,Yes,Yes,No,60.0,,14.0,,,,,2485771398,"493110, 541219, 541330, 541380, 541612, 541614, 541618, 541720, 561910, 561990, 611430",,,"AL, DC, GA, IL, IN, KY, LA, MI, NC, RI, SC, TN, TX, UT",Yes,Yes,No,9/23/2015 10:00:29 AM,No,No
079284624,"PYRAMID TECHNOLOGIES, LLC",,PROVIDENCE FORGE,VA,8044009701,info@pyramidtechpros.com,www.pyramidtechpros.com,4/20/2015 12:52:49 PM,4/20/2017 12:52:49 PM,4254 VIRGINIA RAIL DRIVE,New Kent,23140,4448,Limited Liability Company (LLC),2014.0,7AGC3,No,Yes,No,No,No,No,2.0,,1.0,,,,,8886109969,"517110, 517210, 517919, 518210, 519190, 541330, 541511, 541512, 541513, 541519, 541611, 541614, 541690, 561210, 611430",,"D301, D302, D303, D304, D305, D306, D307, D308, D309, D310, D311, D312, D313, D314, D315, D316, D317, D399",VA,No,No,No,4/20/2015 12:52:49 PM,No,No
079743507,"Pythagoras Consulting, PLLC",,Mint Hill,NC,4846788659,melcampbell2@gmail.com,www.pythagoras.consulting,6/24/2015 12:00:00 AM,6/24/2017 12:00:00 AM,10820 Meg Meadow Drive,Mecklenburg,28227,,Limited Liability Company (LLC),2015.0,7BTM2,No,No,No,No,No,No,1.0,,1.0,,,,,,"541330, 541690",,C214,NC,No,No,No,6/24/2015 12:31:03 PM,No,No
968616735,Pythagoras LLC ,,Acworth,GA,6786542923,david.ladd@pythagorasllc.com,,4/9/2015 11:27:54 AM,4/9/2017 11:27:54 AM,1934 Newpark Way NW,Cobb,30101,,Limited Liability Company (LLC),2011.0,,No,Yes,No,No,No,No,1.0,,1.0,,,,,,"541330, 541380, 541613, 541614","1005, 1080, 1095, 3695, 4030, 5110, 5120, 5133, 5136, 5140, 5180, 6210, 9999","AB90, AE20, AE21, H140, H145, H169, H171, H184, H193, H199, L099, R408, R413, R414, R421, R425, R499, R704, R709, R799",XX,Yes,No,No,4/9/2015 11:27:54 AM,No,No
805338519,"Q&A Solutions, LLC",,Greenbelt,MD,3017419167,QuattlebaumT@QASolutionsLLC.org,www.QASolutionsLLC.org,3/30/2016 12:00:00 AM,3/30/2018 12:00:00 AM,6970 Hanover Parkway<br>101,Prince Georges,20770,,Limited Liability Company (LLC),2007.0,,No,Yes,No,Yes,Yes,Yes,1.0,,1.0,,,,,,"541513, 541611, 541612, 541613, 541690, 561621, 624120, 624229, 624310, 813410",,,"DC, GA, MD, VA",No,No,No,3/30/2016 8:52:48 AM,No,No
128595399,Q-BARN INC.,,Augusta,GA,7068295912,qbarnn@comcast.net,,7/14/2015 12:00:00 AM,7/14/2017 12:00:00 AM,3306 greening lane,Richmond,30906,,Sub Chapter S Corporation (Inc. or Ltd.),2002.0,3N5M3,No,Yes,No,No,Yes,Yes,1.0,,1.0,12000.0,80000.0,50000.0,100000.0,7067921459,"236115, 236118, 236210, 236220, 237110, 237130, 238210, 238910, 238990, 423610, 444190, 541380, 561990, 711510, 722310, 722320, 811310, 811412",,,"AL, FL, GA, MS, SC, TN",No,No,No,7/14/2015 2:18:24 PM,No,No
036907998,Q2 Solutions LLC,,Coronado,CA,6192081451,gerard.quinlan@q2solutionsllc.com,http://q2solutionsllc.com,11/23/2015 12:00:00 AM,11/23/2017 12:00:00 AM,"830 Orange Avenue, Ste J1",San Diego,92118,,Limited Liability Company (LLC),2010.0,6L9L3,No,Yes,No,No,No,No,1.0,,1.0,,,,,,"541611, 541618, 541690, 541990, 611430, 611699, 611710",,,"CA, DC, FL, MS, NV, NY, VA",No,Yes,No,11/23/2015 1:51:20 PM,No,No
033091520,"QA Plus, Inc",Quality Assurance Plus,Mechanicsburg,PA,7174580238,fdehaut@qualityassuranceplus.com,www.qualityassuranceplus.com,3/16/2016 12:00:00 AM,3/16/2018 12:00:00 AM,401 East Winding Hill Road<br>Suite 210,Cumberland,17055,,Sub Chapter S Corporation (Inc. or Ltd.),2002.0,,No,Yes,No,No,No,No,7.0,,1.0,,,,,7174580047,541330,,,"DE, MD, NJ, OH, PA, VA, WV",No,No,No,3/16/2016 12:01:53 PM,No,No
188285493,"QC/QA Laboratories, Inc.",,Schuylerville,NY,5183724067,wstanton@qcqalabs.com,www.qcqalabs.com,6/23/2015 12:00:00 AM,6/23/2017 12:00:00 AM,877 Route 4 S,Saratoga,12871,,C Corporation (Inc. or Ltd.),2004.0,,No,No,No,No,No,No,18.0,,1.0,,,,,5185076113,541380,,,"MA, NY, VT",No,No,No,6/23/2015 10:51:07 AM,No,No
801372272,QED Enterprises Inc.,,Woodbridge,VA,7035991782,mark.witte@qedei.com,www.qedei.com,6/22/2015 12:00:00 AM,6/22/2017 12:00:00 AM,11918 Haddon Lane,Prince William,22192,6059,Sub Chapter S Corporation (Inc. or Ltd.),2007.0,4UAX6,Yes,Yes,No,No,Yes,No,3.0,,1.0,,,,,7036590948,"236220, 237130, 238130, 238210, 238220, 238320, 238330, 238350, 238390, 238910, 238990, 334111, 334112, 334290, 334310, 334511, 423210, 423430, 423610, 423690, 541511, 541512, 541519, 541690, 541990, 561621, 611420, 611430, 811212","1270, 1355, 1430, 5810, 5815, 5830, 5831, 5840, 5841, 5845, 5850, 5855, 5860, 5895, 5965, 6605, 6610, 6615, 6655, 6660, 6665, 6940",,XX,No,No,No,8/5/2016 12:01:17 PM,No,No
079711258,QED Secure Solutions LLC,,Coppell,TX,2104733868,j.butts@qedsecure.com,,4/6/2015 2:44:04 PM,4/6/2017 2:44:04 PM,106 N Denton Tap Rd STE 210,Dallas,75019,,Limited Liability Company (LLC),2015.0,,No,Yes,No,No,No,No,1.0,,1.0,,,,,,"541511, 541712, 541720",,,XX,No,No,No,4/6/2015 2:44:04 PM,No,No
807110452,QMS Inc,,Slidell,LA,9856492603,ssenegal@qmsinc.biz,www.qmsinc.biz,2/27/2015 2:35:25 PM,2/27/2017 2:35:24 PM,1527 Gause Blvd 228,Saint Tammany,70458,2244,C Corporation (Inc. or Ltd.),2007.0,4YGT4,No,Yes,No,No,No,No,3.0,,1.0,,,,,9852884278,"541618, 541620, 541690, 611430",9999,,LA,Yes,Yes,No,4/17/2015 12:02:08 AM,No,No
059772628,Qmulos LLC,,Chantilly,VA,2025575162,matt@qmulos.com,www.qmulos.com,12/30/2014 12:00:00 AM,12/30/2016 12:00:00 AM,13443 Melville Lane,Fairfax,20151,,Limited Liability Company (LLC),2012.0,60F52,Yes,Yes,No,No,No,No,18.0,,1.0,,,,,,"511210, 519190, 541511, 541512, 541519, 541611, 541618, 541690",,,"DC, MD, VA, WV, XX",No,No,No,9/7/2016 9:32:56 PM,No,No
825462984,Qontinuity Enterprises LLC,,Portland,TN,6153230657,marchual@qontinuity.com,www.qontinuity.com,10/13/2015 12:00:00 AM,10/13/2017 12:00:00 AM,161 Dogwood Springs Dr,Sumner,37148,5913,Limited Liability Company (LLC),2008.0,5W9Z7,No,Yes,No,No,No,No,7.0,,2.0,,,,,6153230671,"483113, 483211, 484110, 484121, 484122, 484220, 484230, 485111, 488510, 492110, 493110, 493190, 541614",,,XX,Yes,Yes,No,10/13/2015 1:17:53 PM,No,No
787754845,"QproQ Engineering, Inc.",,Wilkes Barre,PA,5708239935,jamesk@qproq.com,www.qproq.com,12/10/2015 12:00:00 AM,12/10/2017 12:00:00 AM,187 North Main Street,Luzerne,18702,4425,Sub Chapter S Corporation (Inc. or Ltd.),1991.0,1C132,No,No,No,No,No,No,6.0,,1.0,,,,,5708238773,"541310, 541330",,,"DE, FL, XX",No,No,No,12/10/2015 11:58:35 AM,No,No
965387298,QSA Global National Corporation,,Red Bank,NJ,7328327806,kevin.stead@qsanational.com,www.qsanational.com,9/3/2015 12:00:00 AM,9/3/2017 12:00:00 AM,"331 Newman Springs Road<br>Bldg I, 4th Floor, Sutie 143",Monmouth,07701,,C Corporation (Inc. or Ltd.),2010.0,66TGB,Yes,Yes,No,No,No,No,8.0,,2.0,,,,,7327842850,"522110, 541330, 541512, 541519, 541611, 541618, 541690, 541830, 541870, 541990, 561110, 561210, 561499, 561621, 621498, 812191",,,XX,No,No,No,9/3/2015 9:15:14 AM,No,No
942584223,"QSF & Associates, Inc",,Little Rock,AR,5018381100,qsficklin@sbcglobal.net,,4/1/2016 12:00:00 AM,4/1/2018 12:00:00 AM,147 Courts Lane,Pulaski,72223,9018,Sub Chapter S Corporation (Inc. or Ltd.),2008.0,61DP0,No,No,No,No,No,No,1.0,,1.0,,,,,5012254306,"236115, 236116, 236117, 236118, 334510, 339113, 531110, 531311, 531390, 561210","4240, 5680",,XX,No,No,No,4/1/2016 10:19:37 AM,No,No
625352674,"QSI, Inc.",Quality Solutions Consulting,Carlsbad,CA,7605001255,Greg.Williams@QualitySolutionsConsulting.com,www.QualitySolutionsConsulting.com,8/18/2015 12:00:00 AM,8/18/2017 12:00:00 AM,1902 Wright Place Ste 200,San Diego,92008,,Sub Chapter S Corporation (Inc. or Ltd.),1998.0,6RX13,Yes,Yes,No,Yes,No,No,2.0,,3.0,,,,,7604527703,"541330, 541511, 541512, 541519, 541611, 541612, 541618",,"D302, D306, D307, D308, D311, D316, D317, D399, R408, R413, R425, R499","AZ, CA, DC, FL, GA, IL, LA, MA, MD, ME, MI, MN, NC, NJ, NV, NY, OH, OR, PA, SC, TX, VA, WA, WI",Yes,Yes,No,8/18/2015 3:11:07 PM,No,No
361708837,"Quabbin, Inc",,Orange,MA,9785443872,info@quabbininc.com,www.quabbininc.com,12/31/2014 12:00:00 AM,12/31/2016 12:00:00 AM,158 Governor Dukakis Drive,Franklin,01364,2033,C Corporation (Inc. or Ltd.),1986.0,49DX9,No,No,No,No,No,No,20.0,,1.0,,,,,9785443916,332710,,,MA,No,No,No,9/1/2016 2:58:10 PM,No,No
078309831,"Quad Reliance Group, LLC",,springfield,VA,2022973822,pjenkins@quadrg.com,,6/14/2016 12:00:00 AM,6/14/2018 12:00:00 AM,6412 Brandon Ave  Ste 175,Fairfax,22150,,Limited Liability Company (LLC),2011.0,6LV39,No,Yes,No,Yes,No,No,1.0,,2.0,,,,,7034552218,"541611, 541690",,,"DC, VA",No,No,No,6/14/2016 11:34:29 AM,No,No
079861960,"QUAKE! Brewing Company, LLC",,Eagle River,AK,9072683352,ddk@quakebrewingcompany.com,www.quakebrewingcompany.com,6/10/2016 12:00:00 AM,6/10/2018 12:00:00 AM,12812 Old Glenn Highway<br>A12,Anchorage,99577,,Limited Liability Company (LLC),2015.0,7LLY4,No,Yes,No,Yes,Yes,No,5.0,,1.0,,,,,9072683352,"311999, 312120, 332431, 445110, 445120, 445310, 448110, 448120, 448140, 448150, 448190, 451110, 451120, 452990, 453220, 453998, 454390, 711310, 711320, 713990, 722310, 722320, 722410, 722511, 722513, 722514, 722515","8465, 8960, 8965, 8970",,AK,No,No,No,6/10/2016 8:47:50 AM,No,No
079186295,Qual-E-Trade LLC,veteranstechnicalsolutions,Inglewood,CA,3106714345,jay@qual-e-trade.com,www.qual-e-trade.com,10/20/2014 12:00:00 AM,10/20/2016 12:00:00 AM,201 W Beach Ave,Los Angeles,90803,,Limited Liability Company (LLC),2013.0,74BP6,No,Yes,No,No,No,No,2.0,,1.0,,,,,3106710858,541614,,,CA,Yes,No,No,6/20/2016 2:13:16 PM,No,No
185727708,"Qualified Commercial Electronics Co., Inc.",,Phoenix,AZ,6235811721,qceco3@aol.com,www.qceco.com,12/8/2014 12:00:00 AM,12/8/2016 12:00:00 AM,1 W. Deer Valley Rd. Ste. 115,Maricopa,85027,,Sub Chapter S Corporation (Inc. or Ltd.),1987.0,,No,No,No,No,No,No,5.0,,1.0,,,,,6235811465,"238210, 238990, 541330, 541990, 561621, 811213, 811219",,,AZ,Yes,No,No,8/8/2016 10:49:39 AM,No,No
869465690,"Qualitek Services, inc.",,Melbourne,FL,3212592400,qualitek@qualitek.biz,www.qualitek.biz,8/2/2016 12:00:00 AM,8/2/2018 12:00:00 AM,700 North Wickham Road<br>Suite 101,Brevard,32935,8865,Sub Chapter S Corporation (Inc. or Ltd.),1993.0,04KY1,No,Yes,No,No,No,No,5.0,,1.0,,,,,3218211373,"541320, 541340, 541430, 541511, 541512, 541519, 541620, 541690, 541990, 561320",,,"CO, DC, FL, MD, MI, NC, NJ, NY, TX, VA",Yes,No,No,8/2/2016 1:01:13 PM,No,No
079762106,"Quality Control Inspections, Inc.",,Aberdeen,MD,4103221266,kpstinson@qcinsp.com,,9/4/2015 12:00:00 AM,9/4/2017 12:00:00 AM,4920 Villa Point Drive,Harford,21001,,Sub Chapter S Corporation (Inc. or Ltd.),2015.0,7ED30,No,Yes,No,Yes,No,No,1.0,,1.0,,,,,7573803602,"237120, 237310, 238120, 238190, 332710, 333992, 334513, 336611, 336992, 541350, 541380, 541611, 541990","1905, 1915, 1925, 1930, 1935, 2090, 3431, 3432, 3439, 6685",,MD,No,No,No,9/4/2015 10:40:50 AM,No,No
021502578,Quality Development Corp,JRealty,Hawthorne,CA,4247323980,info@jrealty.org,www.jrealty.org,5/20/2015 12:00:00 AM,5/20/2017 12:00:00 AM,13234 Prairie Ave,Los Angeles,90250,,Sub Chapter S Corporation (Inc. or Ltd.),2008.0,,No,No,No,No,No,No,4.0,,1.0,,,,,4247323990,531210,,,CA,No,No,No,5/20/2015 10:24:00 AM,No,No
079732549,"Quality Electrical Construction, Inc",,Crete,IL,7082004409,alphonso_jackson1@hotmail.com,,6/17/2015 12:00:00 AM,6/17/2017 12:00:00 AM,23 W Richton Rd,Will,60417,,Sub Chapter S Corporation (Inc. or Ltd.),2014.0,7H5H1,No,Yes,No,Yes,No,No,2.0,,1.0,,,,,7083670445,"221114, 238210, 561720",,,IL,Yes,No,No,9/30/2016 5:52:12 PM,No,No
154692367,"Quality Innovative Solutions, Inc.","QI - Solutions, QISI",Oxnard,CA,8059838200,bmullins@qi-solutions.com,www.qi-solutions.com,2/19/2016 12:00:00 AM,2/19/2018 12:00:00 AM,1741 Ives Ave<br>Suite B,Ventura,93033,1866,Sub Chapter S Corporation (Inc. or Ltd.),2004.0,3YWE7,No,Yes,No,No,No,No,89.0,,4.0,,,,,8059838225,"541330, 541512, 541513, 541519, 541611, 541690, 541712, 561110, 561410, 611420, 611430, 611710","7010, 7030, 7035","AC34, AC35, AC54, AC55, AD23, D302, D304, D306, R425, U008","CA, HI, IL, VA",Yes,Yes,No,2/19/2016 12:57:03 PM,No,No
079694362,Quality Registry Services LLC,,Manakin Sabot,VA,6238826666,qregistryservices@gmail.com,,4/21/2016 12:00:00 AM,4/21/2018 12:00:00 AM,814 Rockford Rd,Goochland,23103,,Limited Liability Company (LLC),2015.0,,No,Yes,No,No,No,No,1.0,,1.0,,,,,,"518210, 541513, 541611, 561110",,"AB31, Q999, R702",XX,No,No,No,4/21/2016 9:36:42 AM,No,No
026321541,Quality Reliable Services LLC,,West Milford,NJ,2016611505,QRSLLC@hotmail.com,,12/30/2014 12:00:00 AM,12/30/2016 12:00:00 AM,103 Green Terrace Way,Passaic,07480,,Limited Liability Company (LLC),2012.0,783S8,No,Yes,No,No,No,No,3.0,,1.0,,,,,,"237130, 541618, 541990",,,"CT, NJ, NY, PA",No,No,No,8/30/2016 11:05:19 AM,No,No
107257610,"Quality Roofing Services, Inc.",,West Haven,CT,2039317663,info@qualityroofing.com,qualityroofing.com,7/6/2016 12:00:00 AM,7/6/2018 12:00:00 AM,599 Island Lane,New Haven,05616,,Sub Chapter S Corporation (Inc. or Ltd.),1990.0,1NJ26,No,No,No,No,No,No,40.0,,1.0,,,,,2039310408,"236210, 236220, 237110, 237120, 237130",,,"CT, MA, RI",No,No,No,7/6/2016 8:06:40 AM,No,No
001735856,"QUALITY SERVICES INTERNATIONAL, LLC",,SAN ANTONIO,TX,2102128784,francisco.arevalo@qsillc.com,www.qsillc.com,8/31/2016 12:00:00 AM,8/31/2018 12:00:00 AM,314 E COMMERCE ST STE 500,Bexar,78205,1942,Limited Liability Company (LLC),2000.0,1WK08,No,Yes,No,No,No,No,200.0,,13.0,,,,,2102128790,"221320, 236118, 236210, 236220, 561210, 561720, 562910, 722310",,,"CA, KS, MO, NM, NY, TX, UT",No,No,No,8/31/2016 2:37:01 PM,No,No
077523426,"Quality Support, Inc.",,LANDOVER,MD,3014593777,wgatewood@qualitysupport.com,www.qualitysupport.com,8/11/2015 12:00:00 AM,8/11/2017 12:00:00 AM,"8201 CORPORATE DRIVE,SUITE 220<br>Suite 220",Prince Georges,20785,2230,Sub Chapter S Corporation (Inc. or Ltd.),1989.0,0NSX2,No,Yes,No,No,No,No,46.0,,1.0,,,,,3014596961,"541511, 541512, 541513, 541519, 541611, 541612, 541613, 541614, 541618, 541690, 541820, 541990, 561210, 561320, 561330, 561410, 561421, 561422, 561431, 561439, 561492, 561499, 561599, 561910, 561920, 561990",,,XX,No,No,Yes,8/11/2015 8:05:21 AM,No,No
831798702,QualX Corporation,,Springfield,VA,5712558900,amoon@qlxcorp.com,qlxcorp.com,12/10/2014 12:00:00 AM,12/10/2016 12:00:00 AM,6564 Loisdale Court<br>Suite 305,Fairfax,22150,,Sub Chapter S Corporation (Inc. or Ltd.),2009.0,5Q8Y1,No,Yes,No,No,No,No,135.0,,1.0,,,,,5712558958,"518210, 519120, 541511, 541512, 541519, 541611, 541618, 541690, 541990, 561320, 561410, 561431, 561499, 611710, 813920",,,"DC, MD, VA",No,No,No,9/9/2016 1:09:28 PM,No,No
801955597,"Quantitative Analytics, LLC",,Fairfax,VA,7578761384,ashley.marro@quantitative-analytics.com,http://quantitative-analytics.com/,5/19/2016 12:00:00 AM,5/19/2018 12:00:00 AM,11350 Random Hills Rd<br>Suite 800,Fairfax,22030,,Limited Liability Company (LLC),2011.0,6EL42,No,Yes,No,No,No,No,8.0,,2.0,,,,,,"518210, 541330, 541512, 541513, 541611, 541612, 541614, 541618, 541690, 541990, 561110, 561210, 561320, 561499, 561990, 611430",,,VA,No,Yes,No,5/19/2016 11:58:24 AM,No,No
969544977,Quantom Solutions LLC,Quantum Solutions LLC,Spokane,WA,5097472636,dales@consultquantum.com,www.consultquantum.com,11/24/2015 12:00:00 AM,11/24/2017 12:00:00 AM,102 S. Spokane St.,Spokane,99202,,Limited Liability Company (LLC),2012.0,6LQJ8,No,Yes,No,No,No,No,2.0,,1.0,,,,,5097472655,"238330, 238390, 337211, 337215, 423450, 541410","5620, 5680, 6530, 7110, 7125, 7195, 7220, 7290","C212, N071, N078, W071","ID, OR, WA",Yes,No,No,11/24/2015 10:20:20 AM,No,No
809145290,Quantum Builders LLC,Military Construction LLC,Wayne,PA,6104538662,victor.milbourne@gmail.com,www.qtm-builders.com,12/2/2014 12:00:00 AM,12/2/2016 12:00:00 AM,295 E swedesford rd<br>box 282,Montgomery,19087,1462,Limited Liability Company (LLC),2007.0,6AZN7,No,Yes,No,No,No,No,1.0,,1.0,,,,,1866473053,"236115, 236116, 236118, 237310, 238140, 238150, 238160, 238170, 238310, 238320, 238350, 238390, 238990, 541690, 561730",,,"DE, GA, MD, NJ, NY, PA",No,No,No,8/2/2016 12:55:27 PM,No,No
068175878,Quantum Logistics LLC,,Mission,TX,9563300639,james.neil.carpenter@gmail.com,,5/4/2015 1:50:53 PM,5/4/2017 1:50:53 PM,600 Abraham st.,Hidalgo,78573,,Limited Liability Company (LLC),2012.0,72lW7,No,No,No,No,No,No,2.0,,2.0,0.0,0.0,0.0,0.0,,"238910, 541690, 561612, 611692, 611699",,"AC50, AC60, AD20, AD60, AD93, C111, H110, H142, H310, H338, H342, R407, R423, R426, R428, U003, U009, X111, Y111",TX,No,No,No,5/4/2015 1:50:55 PM,No,No
117942370,"QUANTUM PROFESSIONAL SERVICES, INC.",,SAN DIEGO,CA,6199949206,jalbers@quantum-ps.com,www.quantum-ps.com,8/5/2015 12:00:00 AM,8/5/2017 12:00:00 AM,11545 West Bernardo Court<br>Suite 201,San Diego,92127,,C Corporation (Inc. or Ltd.),2002.0,3A2R1,No,Yes,Yes,No,No,No,9.0,,1.0,,,,,8588328794,"518210, 541214, 541219, 541330, 541430, 541511, 541512, 541513, 541519, 541611, 541618, 541620, 541690, 561110, 561210, 561330, 561410",,,CA,No,Yes,No,8/5/2015 3:27:35 PM,No,No
011561851,"Quantum Technology Group, LLC",,Cornelius,NC,7042556145,amjones@goqtg.com,http://www.goQTG.com,12/18/2014 12:00:00 AM,12/18/2016 12:00:00 AM,18708 W. Catawba Ave.,Mecklenburg,28031,,Limited Liability Company (LLC),2007.0,65Q34,Yes,Yes,No,No,No,No,16.0,,2.0,,,,,8009285430,"238210, 334210, 334290, 334310, 334419, 423430, 423690, 517110, 541513, 541519, 541618, 811213","1260, 1270, 1280, 1285, 4910, 4920, 4925, 4931, 4933, 4935, 4940, 5805, 5810, 5815, 5830, 5831, 5845, 5850, 5895, 5910, 5915, 5955, 5965, 5985, 5999, 6940",,"AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VA, VI, VT, WA, WI, WV, WY",No,Yes,No,8/22/2016 1:49:25 PM,No,No
008810780,Quarles John W,Quality Discount Supplies & Services,Fircrest,WA,2535647721,qdsupply@aol.com,qualitydiscountsupplies.com,9/7/2016 12:00:00 AM,9/7/2018 12:00:00 AM,1211 REGENTS BLVD,Pierce,98466,6032,Sole Proprietorship,1981.0,0S283,Yes,Yes,No,Yes,No,No,7.0,,1.0,,,,,2535648498,"326199, 327215, 334516, 339112, 339113, 339114, 423310, 423450, 423490, 423610, 423720, 424120, 454111","4240, 6545, 9330",,XX,No,No,No,9/7/2016 10:31:47 AM,No,No
039024288,"Quartermaster Facility Supplies, LLC",,Indianapolis,IN,3172242500,danger.qm@gmail.com,www.quartermastersupplies.com,2/24/2015 2:52:46 PM,2/24/2017 2:52:46 PM,5603 W. Raymond Street<br>Suite L,Marion,46241,,Limited Liability Company (LLC),2014.0,,No,No,No,No,No,No,1.0,,1.0,,,,,3172242502,"423850, 424130",,,IN,No,No,No,2/25/2015 5:15:22 PM,No,No
797464406,"QUASAR GLOBAL TECHNOLOGIES, INC",,LANCASTER,PA,7173801214,quasarglobaltech@comcast.net,www.quasarglobaltech.com,8/10/2016 12:00:00 AM,8/10/2018 12:00:00 AM,237 NORTH PRINCE ST STE 205,Lancaster,17603,3527,C Corporation (Inc. or Ltd.),2007.0,4RCD4,Yes,Yes,No,No,No,No,1.0,,1.0,,,,,7174642109,"236220, 237130, 238210, 238220, 238290, 238310, 238320, 238330, 238340, 238910, 238990, 332311, 336212, 339113, 423420, 423450, 423720, 453998, 517110, 518210, 532310, 541310, 541330, 541340, 541420, 541490, 541511, 541512, 541513, 541519, 541611, 541612, 541614, 541618, 541620, 541690, 541990, 561110, 561210, 561621, 561720, 561990, 562119, 611420, 621399, 621493, 624221, 624230, 624310, 722320, 722330, 811310","1740, 2330, 4240, 5440, 5810, 5811, 5895, 6515, 6545, 8340",,XX,No,Yes,No,8/10/2016 9:52:47 AM,No,No
101609993,"Quattro M Securities, Inc.",,Wilton,CT,2123445661,gmauro@qmsdirectex.com,quattromsecurities.com,11/10/2015 12:00:00 AM,11/10/2017 12:00:00 AM,735 Ridgefield Road,Fairfield,06897,1428,C Corporation (Inc. or Ltd.),1995.0,,No,No,No,No,No,No,30.0,,1.0,,,,,2032105422,523120,,,NY,No,No,No,11/10/2015 1:33:04 PM,No,No
080206042,"QuattroCulture, LLC",,Middletown,OH,5139158359,info@quattroculture.com,www.quattroculture.com,7/15/2016 12:00:00 AM,7/15/2018 12:00:00 AM,1131 Central Ave.<br>Ste. 2,Butler,45042,,Limited Liability Company (LLC),2016.0,,No,Yes,No,Yes,No,No,3.0,,1.0,,,,,5139157142,541690,,,"CO, CT, FL, KY, MD, MI, NY, OH, PA, VA",No,No,No,7/15/2016 9:42:40 AM,No,No
